order_item_id,order_id,product_id,quantity,unit_price,subtotal
4169,1402,89,5,123.21,616.05
4170,1403,26,4,93.84,375.36
4171,1403,58,4,151.22,604.88
4172,1403,98,1,463.98,463.98
4173,1403,93,5,493.18,2465.9
4174,1403,64,3,386.16,1158.48
4175,1404,81,1,21.17,21.17
4176,1404,68,5,174.73,873.65
4177,1404,91,3,97.89,293.67
4178,1404,95,4,120.38,481.52
4179,1404,85,4,276.89,1107.56
4180,1405,65,3,315.15,945.45
4181,1405,83,1,455.02,455.02
4182,1405,75,2,293.85,587.7
4183,1406,34,1,52.96,52.96
4184,1406,3,1,298.06,298.06
4185,1406,85,1,276.89,276.89
4186,1407,38,4,307.83,1231.32
4187,1407,22,5,180.62,903.1
4188,1407,90,1,432.36,432.36
4189,1408,78,3,75.28,225.84
4190,1409,67,4,90.33,361.32
4191,1409,19,1,266.45,266.45
4192,1409,81,1,21.17,21.17
4193,1409,83,5,455.02,2275.1
4194,1409,45,2,153.43,306.86
4195,1410,99,2,308.48,616.96
4196,1411,15,4,56.17,224.68
4197,1411,82,1,456.22,456.22
4198,1411,82,2,456.22,912.44
4199,1411,51,5,462.38,2311.9
4200,1411,70,3,336.06,1008.18
4201,1412,72,4,471.19,1884.76
4202,1412,5,4,463.08,1852.32
4203,1412,58,1,151.22,151.22
4204,1412,92,3,170.38,511.14
4205,1412,10,3,403.13,1209.39
4206,1413,55,2,317.52,635.04
4207,1413,88,3,61.41,184.23
4208,1414,4,4,286.47,1145.88
4209,1414,86,1,432.54,432.54
4210,1415,63,3,7.05,21.15
4211,1415,28,2,401.9,803.8
4212,1416,26,2,93.84,187.68
4213,1417,55,1,317.52,317.52
4214,1418,4,5,286.47,1432.35
4215,1418,52,5,287.14,1435.7
4216,1419,47,2,147.59,295.18
4217,1419,79,5,219.91,1099.55
4218,1419,70,5,336.06,1680.3
4219,1420,35,2,487.48,974.96
4220,1420,29,5,148.73,743.65
4221,1420,31,3,465.13,1395.39
4222,1421,82,1,456.22,456.22
4223,1421,44,2,462.08,924.16
4224,1421,33,1,84.95,84.95
4225,1421,52,3,287.14,861.42
4226,1421,49,3,129.19,387.57
4227,1422,72,5,471.19,2355.95
4228,1422,18,2,110.9,221.8
4229,1423,91,1,97.89,97.89
4230,1423,64,4,386.16,1544.64
4231,1424,81,3,21.17,63.51
4232,1424,35,4,487.48,1949.92
4233,1424,89,2,123.21,246.42
4234,1425,61,5,236.77,1183.85
4235,1426,8,1,351.35,351.35
4236,1426,77,3,22.82,68.46
4237,1426,27,5,169.87,849.35
4238,1426,13,3,156.7,470.1
4239,1426,69,3,127.54,382.62
4240,1427,55,2,317.52,635.04
4241,1427,34,4,52.96,211.84
4242,1427,26,4,93.84,375.36
4243,1427,47,4,147.59,590.36
4244,1427,40,1,116.91,116.91
4245,1428,67,5,90.33,451.65
4246,1428,26,4,93.84,375.36
4247,1428,52,5,287.14,1435.7
4248,1428,83,1,455.02,455.02
4249,1428,73,4,478.22,1912.88
4250,1429,92,3,170.38,511.14
4251,1429,96,3,125.55,376.65
4252,1429,77,4,22.82,91.28
4253,1429,49,1,129.19,129.19
4254,1430,78,3,75.28,225.84
4255,1431,62,2,378.63,757.26
4256,1431,47,5,147.59,737.95
4257,1431,13,3,156.7,470.1
4258,1431,17,3,279.22,837.66
4259,1432,13,3,156.7,470.1
4260,1432,5,4,463.08,1852.32
4261,1432,37,2,18.93,37.86
4262,1433,8,4,351.35,1405.4
4263,1433,2,1,98.29,98.29
4264,1433,19,1,266.45,266.45
4265,1433,43,5,112.62,563.1
4266,1434,73,3,478.22,1434.66
4267,1434,30,2,264.32,528.64
4268,1434,19,2,266.45,532.9
4269,1434,29,4,148.73,594.92
4270,1435,32,5,482.23,2411.15
4271,1435,46,1,8.37,8.37
4272,1436,23,2,109.37,218.74
4273,1437,89,4,123.21,492.84
4274,1437,44,2,462.08,924.16
4275,1437,57,4,220.38,881.52
4276,1438,29,3,148.73,446.19
4277,1439,51,4,462.38,1849.52
4278,1439,20,1,163.74,163.74
4279,1439,18,5,110.9,554.5
4280,1440,80,4,231.93,927.72
4281,1440,95,5,120.38,601.9
4282,1440,95,3,120.38,361.14
4283,1441,98,4,463.98,1855.92
4284,1441,66,2,310.48,620.96
4285,1442,98,3,463.98,1391.94
4286,1443,57,2,220.38,440.76
4287,1443,40,3,116.91,350.73
4288,1444,87,2,31.74,63.48
4289,1445,14,3,226.87,680.61
4290,1445,81,1,21.17,21.17
4291,1445,14,2,226.87,453.74
4292,1445,12,1,315.88,315.88
4293,1446,43,3,112.62,337.86
4294,1447,77,3,22.82,68.46
4295,1448,65,1,315.15,315.15
4296,1448,23,2,109.37,218.74
4297,1448,91,1,97.89,97.89
4298,1448,27,1,169.87,169.87
4299,1448,25,1,58.97,58.97
4300,1449,46,3,8.37,25.11
4301,1449,30,4,264.32,1057.28
4302,1449,80,1,231.93,231.93
4303,1450,47,5,147.59,737.95
4304,1450,76,1,264.16,264.16
4305,1450,38,5,307.83,1539.15
4306,1450,33,5,84.95,424.75
4307,1450,80,3,231.93,695.79
4308,1451,9,4,88.43,353.72
4309,1451,79,5,219.91,1099.55
4310,1451,45,2,153.43,306.86
4311,1451,89,4,123.21,492.84
4312,1452,32,5,482.23,2411.15
4313,1452,18,5,110.9,554.5
4314,1452,47,5,147.59,737.95
4315,1452,63,1,7.05,7.05
4316,1452,59,1,50.53,50.53
4317,1453,51,3,462.38,1387.14
4318,1453,74,3,156.04,468.12
4319,1453,64,4,386.16,1544.64
4320,1454,97,2,435.27,870.54
4321,1454,3,3,298.06,894.18
4322,1454,56,1,106.88,106.88
4323,1455,58,4,151.22,604.88
4324,1455,89,4,123.21,492.84
4325,1455,42,4,278.92,1115.68
4326,1456,55,1,317.52,317.52
4327,1456,1,3,425.15,1275.45
4328,1457,4,1,286.47,286.47
4329,1457,29,3,148.73,446.19
4330,1457,17,2,279.22,558.44
4331,1457,8,3,351.35,1054.05
4332,1457,73,2,478.22,956.44
4333,1458,51,1,462.38,462.38
4334,1458,66,5,310.48,1552.4
4335,1458,50,1,338.6,338.6
4336,1458,47,4,147.59,590.36
4337,1459,63,1,7.05,7.05
4338,1459,28,4,401.9,1607.6
4339,1459,14,3,226.87,680.61
4340,1459,41,1,132.03,132.03
4341,1460,63,4,7.05,28.2
4342,1460,11,1,192.64,192.64
4343,1460,17,5,279.22,1396.1
4344,1460,32,4,482.23,1928.92
4345,1460,60,1,463.32,463.32
4346,1461,19,2,266.45,532.9
4347,1461,14,4,226.87,907.48
4348,1462,96,5,125.55,627.75
4349,1462,24,1,313.69,313.69
4350,1462,89,4,123.21,492.84
4351,1462,12,2,315.88,631.76
4352,1462,79,3,219.91,659.73
4353,1463,82,3,456.22,1368.66
4354,1463,19,3,266.45,799.35
4355,1463,16,1,431.44,431.44
4356,1463,47,5,147.59,737.95
4357,1463,26,4,93.84,375.36
4358,1464,66,3,310.48,931.44
4359,1464,8,1,351.35,351.35
4360,1464,73,5,478.22,2391.1
4361,1464,51,2,462.38,924.76
4362,1465,2,4,98.29,393.16
4363,1465,97,3,435.27,1305.81
4364,1465,34,5,52.96,264.8
4365,1465,51,2,462.38,924.76
4366,1465,26,5,93.84,469.2
4367,1466,89,1,123.21,123.21
4368,1466,61,2,236.77,473.54
4369,1466,15,2,56.17,112.34
4370,1467,23,3,109.37,328.11
4371,1467,27,3,169.87,509.61
4372,1467,88,3,61.41,184.23
4373,1468,38,2,307.83,615.66
4374,1468,32,5,482.23,2411.15
4375,1468,67,5,90.33,451.65
4376,1468,80,5,231.93,1159.65
4377,1468,69,2,127.54,255.08
4378,1469,98,4,463.98,1855.92
4379,1469,47,4,147.59,590.36
4380,1470,24,4,313.69,1254.76
4381,1470,91,1,97.89,97.89
4382,1470,26,4,93.84,375.36
4383,1471,29,4,148.73,594.92
4384,1472,19,4,266.45,1065.8
4385,1472,64,5,386.16,1930.8
4386,1473,58,5,151.22,756.1
4387,1474,4,1,286.47,286.47
4388,1474,80,2,231.93,463.86
4389,1474,86,4,432.54,1730.16
4390,1475,2,1,98.29,98.29
4391,1475,64,2,386.16,772.32
4392,1475,12,2,315.88,631.76
4393,1476,53,3,495.45,1486.35
4394,1476,86,5,432.54,2162.7
4395,1477,61,2,236.77,473.54
4396,1478,52,4,287.14,1148.56
4397,1478,72,2,471.19,942.38
4398,1478,15,5,56.17,280.85
4399,1479,80,3,231.93,695.79
4400,1479,21,4,466.52,1866.08
4401,1479,97,5,435.27,2176.35
4402,1479,14,3,226.87,680.61
4403,1479,41,5,132.03,660.15
4404,1480,11,3,192.64,577.92
4405,1480,30,1,264.32,264.32
4406,1480,69,2,127.54,255.08
4407,1480,78,4,75.28,301.12
4408,1480,37,3,18.93,56.79
4409,1481,3,5,298.06,1490.3
4410,1481,14,1,226.87,226.87
4411,1481,69,1,127.54,127.54
4412,1481,99,4,308.48,1233.92
4413,1481,83,1,455.02,455.02
4414,1482,45,2,153.43,306.86
4415,1482,38,4,307.83,1231.32
4416,1482,7,1,21.26,21.26
4417,1482,96,1,125.55,125.55
4418,1482,13,5,156.7,783.5
4419,1483,9,4,88.43,353.72
4420,1483,63,1,7.05,7.05
4421,1483,88,4,61.41,245.64
4422,1483,11,2,192.64,385.28
4423,1483,43,5,112.62,563.1
4424,1484,29,4,148.73,594.92
4425,1484,42,5,278.92,1394.6
4426,1484,74,5,156.04,780.2
4427,1485,7,4,21.26,85.04
4428,1485,69,2,127.54,255.08
4429,1485,83,3,455.02,1365.06
4430,1486,66,5,310.48,1552.4
4431,1486,20,1,163.74,163.74
4432,1486,45,4,153.43,613.72
4433,1486,95,5,120.38,601.9
4434,1486,49,3,129.19,387.57
4435,1487,62,3,378.63,1135.89
4436,1487,85,3,276.89,830.67
4437,1487,29,2,148.73,297.46
4438,1487,69,4,127.54,510.16
4439,1488,6,1,189.64,189.64
4440,1488,39,2,14.98,29.96
4441,1488,100,4,446.87,1787.48
4442,1489,4,5,286.47,1432.35
4443,1490,45,5,153.43,767.15
4444,1490,20,5,163.74,818.7
4445,1490,62,1,378.63,378.63
4446,1490,20,2,163.74,327.48
4447,1491,42,2,278.92,557.84
4448,1491,18,3,110.9,332.7
4449,1492,96,5,125.55,627.75
4450,1492,73,1,478.22,478.22
4451,1492,69,2,127.54,255.08
4452,1493,89,2,123.21,246.42
4453,1493,62,4,378.63,1514.52
4454,1494,1,3,425.15,1275.45
4455,1494,72,4,471.19,1884.76
4456,1494,39,1,14.98,14.98
4457,1494,31,5,465.13,2325.65
4458,1495,74,5,156.04,780.2
4459,1495,38,4,307.83,1231.32
4460,1496,35,2,487.48,974.96
4461,1496,83,1,455.02,455.02
4462,1496,83,2,455.02,910.04
4463,1497,54,1,127.94,127.94
4464,1498,36,5,258.12,1290.6
4465,1498,6,3,189.64,568.92
4466,1498,9,1,88.43,88.43
4467,1499,22,2,180.62,361.24
4468,1499,24,4,313.69,1254.76
4469,1499,86,2,432.54,865.08
4470,1499,15,4,56.17,224.68
4471,1499,11,1,192.64,192.64
4472,1500,25,4,58.97,235.88
4473,1500,64,1,386.16,386.16
4474,1500,53,2,495.45,990.9
4475,1500,60,1,463.32,463.32
4476,1501,26,1,93.84,93.84
4477,1502,39,1,14.98,14.98
4478,1502,63,1,7.05,7.05
4479,1503,32,4,482.23,1928.92
4480,1504,6,1,189.64,189.64
4481,1504,64,1,386.16,386.16
4482,1504,40,1,116.91,116.91
4483,1504,42,1,278.92,278.92
4484,1505,40,5,116.91,584.55
4485,1505,79,3,219.91,659.73
4486,1505,89,4,123.21,492.84
4487,1505,15,3,56.17,168.51
4488,1505,76,1,264.16,264.16
4489,1506,15,4,56.17,224.68
4490,1507,77,2,22.82,45.64
4491,1507,39,2,14.98,29.96
4492,1507,23,1,109.37,109.37
4493,1507,22,4,180.62,722.48
4494,1507,56,2,106.88,213.76
4495,1508,57,3,220.38,661.14
4496,1509,91,4,97.89,391.56
4497,1510,19,5,266.45,1332.25
4498,1510,94,1,491.84,491.84
4499,1510,57,1,220.38,220.38
4500,1510,26,3,93.84,281.52
4501,1510,43,4,112.62,450.48
4502,1511,36,1,258.12,258.12
4503,1511,52,5,287.14,1435.7
4504,1511,14,2,226.87,453.74
4505,1512,55,3,317.52,952.56
4506,1512,96,5,125.55,627.75
4507,1513,84,2,448.9,897.8
4508,1513,78,4,75.28,301.12
4509,1514,85,4,276.89,1107.56
4510,1515,9,2,88.43,176.86
4511,1515,78,5,75.28,376.4
4512,1515,70,3,336.06,1008.18
4513,1515,5,4,463.08,1852.32
4514,1516,33,3,84.95,254.85
4515,1516,62,5,378.63,1893.15
4516,1516,34,5,52.96,264.8
4517,1516,52,5,287.14,1435.7
4518,1517,41,2,132.03,264.06
4519,1517,36,4,258.12,1032.48
4520,1517,46,3,8.37,25.11
4521,1517,29,4,148.73,594.92
4522,1517,88,3,61.41,184.23
4523,1518,42,3,278.92,836.76
4524,1518,23,3,109.37,328.11
4525,1518,44,2,462.08,924.16
4526,1518,66,2,310.48,620.96
4527,1519,89,4,123.21,492.84
4528,1519,21,4,466.52,1866.08
4529,1519,92,2,170.38,340.76
4530,1519,98,4,463.98,1855.92
4531,1519,48,3,454.26,1362.78
4532,1520,4,4,286.47,1145.88
4533,1520,20,3,163.74,491.22
4534,1520,17,4,279.22,1116.88
4535,1520,11,2,192.64,385.28
4536,1521,98,5,463.98,2319.9
4537,1521,55,3,317.52,952.56
4538,1521,16,4,431.44,1725.76
4539,1521,66,5,310.48,1552.4
4540,1522,89,5,123.21,616.05
4541,1523,39,1,14.98,14.98
4542,1523,5,1,463.08,463.08
4543,1524,86,5,432.54,2162.7
4544,1524,56,4,106.88,427.52
4545,1524,99,2,308.48,616.96
4546,1524,99,5,308.48,1542.4
4547,1524,58,1,151.22,151.22
4548,1525,85,1,276.89,276.89
4549,1525,86,1,432.54,432.54
4550,1525,50,4,338.6,1354.4
4551,1525,8,4,351.35,1405.4
4552,1526,16,4,431.44,1725.76
4553,1526,75,4,293.85,1175.4
4554,1527,69,2,127.54,255.08
4555,1527,16,2,431.44,862.88
4556,1527,89,2,123.21,246.42
4557,1528,16,2,431.44,862.88
4558,1528,14,4,226.87,907.48
4559,1528,20,4,163.74,654.96
4560,1529,57,1,220.38,220.38
4561,1529,29,2,148.73,297.46
4562,1530,94,3,491.84,1475.52
4563,1530,58,5,151.22,756.1
4564,1530,75,2,293.85,587.7
4565,1531,94,4,491.84,1967.36
4566,1531,69,3,127.54,382.62
4567,1531,20,4,163.74,654.96
4568,1531,88,2,61.41,122.82
4569,1532,57,3,220.38,661.14
4570,1532,66,5,310.48,1552.4
4571,1532,89,4,123.21,492.84
4572,1533,5,2,463.08,926.16
4573,1533,84,3,448.9,1346.7
4574,1533,79,4,219.91,879.64
4575,1533,76,3,264.16,792.48
4576,1533,65,5,315.15,1575.75
4577,1534,31,2,465.13,930.26
4578,1535,27,5,169.87,849.35
4579,1535,76,5,264.16,1320.8
4580,1535,76,2,264.16,528.32
4581,1536,72,4,471.19,1884.76
4582,1536,76,2,264.16,528.32
4583,1536,29,3,148.73,446.19
4584,1537,26,3,93.84,281.52
4585,1538,30,5,264.32,1321.6
4586,1539,95,5,120.38,601.9
4587,1540,63,5,7.05,35.25
4588,1540,23,5,109.37,546.85
4589,1541,36,1,258.12,258.12
4590,1542,87,5,31.74,158.7
4591,1542,57,1,220.38,220.38
4592,1542,95,4,120.38,481.52
4593,1542,16,5,431.44,2157.2
4594,1542,74,3,156.04,468.12
4595,1543,93,1,493.18,493.18
4596,1543,63,3,7.05,21.15
4597,1543,57,1,220.38,220.38
4598,1543,68,5,174.73,873.65
4599,1543,24,2,313.69,627.38
4600,1544,72,3,471.19,1413.57
4601,1544,70,4,336.06,1344.24
4602,1544,36,3,258.12,774.36
4603,1544,38,1,307.83,307.83
4604,1544,68,2,174.73,349.46
4605,1545,11,2,192.64,385.28
4606,1546,70,5,336.06,1680.3
4607,1547,93,1,493.18,493.18
4608,1547,22,4,180.62,722.48
4609,1547,67,5,90.33,451.65
4610,1547,56,5,106.88,534.4
4611,1548,82,4,456.22,1824.88
4612,1548,36,2,258.12,516.24
4613,1549,51,1,462.38,462.38
4614,1549,73,3,478.22,1434.66
4615,1550,28,2,401.9,803.8
4616,1550,50,4,338.6,1354.4
4617,1550,81,3,21.17,63.51
4618,1550,62,3,378.63,1135.89
4619,1550,49,4,129.19,516.76
4620,1551,50,1,338.6,338.6
4621,1551,84,4,448.9,1795.6
4622,1551,14,1,226.87,226.87
4623,1551,62,2,378.63,757.26
4624,1551,43,2,112.62,225.24
4625,1552,36,1,258.12,258.12
4626,1552,12,4,315.88,1263.52
4627,1553,64,3,386.16,1158.48
4628,1553,62,4,378.63,1514.52
4629,1553,80,5,231.93,1159.65
4630,1553,91,3,97.89,293.67
4631,1554,53,5,495.45,2477.25
4632,1554,1,3,425.15,1275.45
4633,1554,66,5,310.48,1552.4
4634,1554,68,2,174.73,349.46
4635,1554,16,1,431.44,431.44
4636,1555,15,5,56.17,280.85
4637,1555,85,1,276.89,276.89
4638,1555,79,4,219.91,879.64
4639,1555,18,3,110.9,332.7
4640,1555,74,2,156.04,312.08
4641,1556,72,3,471.19,1413.57
4642,1556,59,2,50.53,101.06
4643,1557,82,2,456.22,912.44
4644,1558,89,4,123.21,492.84
4645,1559,47,2,147.59,295.18
4646,1559,81,1,21.17,21.17
4647,1559,72,1,471.19,471.19
4648,1560,39,3,14.98,44.94
4649,1561,68,3,174.73,524.19
4650,1561,86,3,432.54,1297.62
4651,1561,23,3,109.37,328.11
4652,1562,10,5,403.13,2015.65
4653,1563,69,4,127.54,510.16
4654,1564,18,2,110.9,221.8
4655,1565,15,4,56.17,224.68
4656,1565,83,4,455.02,1820.08
4657,1565,24,3,313.69,941.07
4658,1565,22,2,180.62,361.24
4659,1565,2,1,98.29,98.29
4660,1566,49,2,129.19,258.38
4661,1567,9,3,88.43,265.29
4662,1567,8,1,351.35,351.35
4663,1567,3,2,298.06,596.12
4664,1568,1,1,425.15,425.15
4665,1569,38,1,307.83,307.83
4666,1570,24,2,313.69,627.38
4667,1570,54,4,127.94,511.76
4668,1571,69,3,127.54,382.62
4669,1571,82,5,456.22,2281.1
4670,1572,2,4,98.29,393.16
4671,1572,78,5,75.28,376.4
4672,1573,67,5,90.33,451.65
4673,1573,36,4,258.12,1032.48
4674,1573,90,5,432.36,2161.8
4675,1573,42,3,278.92,836.76
4676,1574,34,3,52.96,158.88
4677,1574,47,4,147.59,590.36
4678,1574,58,4,151.22,604.88
4679,1574,94,5,491.84,2459.2
4680,1574,13,4,156.7,626.8
4681,1575,93,1,493.18,493.18
4682,1575,12,1,315.88,315.88
4683,1575,94,4,491.84,1967.36
4684,1576,24,4,313.69,1254.76
4685,1576,85,4,276.89,1107.56
4686,1576,4,4,286.47,1145.88
4687,1576,2,3,98.29,294.87
4688,1576,64,3,386.16,1158.48
4689,1577,88,4,61.41,245.64
4690,1577,6,2,189.64,379.28
4691,1577,23,3,109.37,328.11
4692,1578,2,5,98.29,491.45
4693,1578,73,1,478.22,478.22
4694,1578,8,4,351.35,1405.4
4695,1579,79,4,219.91,879.64
4696,1580,34,4,52.96,211.84
4697,1580,55,3,317.52,952.56
4698,1580,62,1,378.63,378.63
4699,1580,60,4,463.32,1853.28
4700,1580,32,2,482.23,964.46
4701,1581,12,3,315.88,947.64
4702,1582,63,2,7.05,14.1
4703,1582,15,1,56.17,56.17
4704,1582,52,4,287.14,1148.56
4705,1582,64,3,386.16,1158.48
4706,1582,21,1,466.52,466.52
4707,1583,63,4,7.05,28.2
4708,1583,14,5,226.87,1134.35
4709,1584,89,2,123.21,246.42
4710,1584,7,3,21.26,63.78
4711,1585,28,4,401.9,1607.6
4712,1585,28,5,401.9,2009.5
4713,1586,23,1,109.37,109.37
4714,1586,28,1,401.9,401.9
4715,1586,57,1,220.38,220.38
4716,1586,74,3,156.04,468.12
4717,1586,13,3,156.7,470.1
4718,1587,56,3,106.88,320.64
4719,1587,23,4,109.37,437.48
4720,1588,76,4,264.16,1056.64
4721,1588,72,2,471.19,942.38
4722,1588,54,4,127.94,511.76
4723,1589,71,4,208.34,833.36
4724,1589,40,3,116.91,350.73
4725,1589,36,5,258.12,1290.6
4726,1590,33,4,84.95,339.8
4727,1590,81,3,21.17,63.51
4728,1591,73,1,478.22,478.22
4729,1591,48,4,454.26,1817.04
4730,1591,19,4,266.45,1065.8
4731,1592,43,5,112.62,563.1
4732,1592,47,5,147.59,737.95
4733,1592,96,4,125.55,502.2
4734,1592,25,5,58.97,294.85
4735,1593,83,2,455.02,910.04
4736,1593,29,3,148.73,446.19
4737,1593,55,2,317.52,635.04
4738,1594,79,1,219.91,219.91
4739,1594,13,4,156.7,626.8
4740,1594,29,2,148.73,297.46
4741,1594,52,5,287.14,1435.7
4742,1594,74,2,156.04,312.08
4743,1595,81,4,21.17,84.68
4744,1595,39,4,14.98,59.92
4745,1595,78,3,75.28,225.84
4746,1595,25,1,58.97,58.97
4747,1595,74,5,156.04,780.2
4748,1596,11,1,192.64,192.64
4749,1596,99,2,308.48,616.96
4750,1597,54,5,127.94,639.7
4751,1597,98,5,463.98,2319.9
4752,1598,59,2,50.53,101.06
4753,1599,47,1,147.59,147.59
4754,1599,38,2,307.83,615.66
4755,1599,29,3,148.73,446.19
4756,1599,25,3,58.97,176.91
4757,1600,68,1,174.73,174.73
4758,1601,83,4,455.02,1820.08
4759,1601,6,1,189.64,189.64
4760,1601,56,1,106.88,106.88
4761,1602,69,2,127.54,255.08
4762,1602,39,4,14.98,59.92
4763,1603,36,4,258.12,1032.48
4764,1603,87,5,31.74,158.7
4765,1603,35,3,487.48,1462.44
4766,1603,57,2,220.38,440.76
4767,1603,18,5,110.9,554.5
4768,1604,55,1,317.52,317.52
4769,1605,88,1,61.41,61.41
4770,1605,66,5,310.48,1552.4
4771,1605,23,3,109.37,328.11
4772,1606,32,4,482.23,1928.92
4773,1606,88,1,61.41,61.41
4774,1607,29,4,148.73,594.92
4775,1607,87,2,31.74,63.48
4776,1607,42,4,278.92,1115.68
4777,1607,74,4,156.04,624.16
4778,1607,62,3,378.63,1135.89
4779,1608,10,3,403.13,1209.39
4780,1608,44,3,462.08,1386.24
4781,1608,99,5,308.48,1542.4
4782,1608,45,4,153.43,613.72
4783,1608,53,1,495.45,495.45
4784,1609,77,1,22.82,22.82
4785,1609,94,3,491.84,1475.52
4786,1609,11,3,192.64,577.92
4787,1609,46,4,8.37,33.48
4788,1609,82,3,456.22,1368.66
4789,1610,61,3,236.77,710.31
4790,1611,6,1,189.64,189.64
4791,1612,14,2,226.87,453.74
4792,1612,58,4,151.22,604.88
4793,1613,95,2,120.38,240.76
4794,1613,6,4,189.64,758.56
4795,1613,25,1,58.97,58.97
4796,1613,33,1,84.95,84.95
4797,1613,38,5,307.83,1539.15
4798,1614,56,2,106.88,213.76
4799,1614,99,3,308.48,925.44
4800,1615,7,2,21.26,42.52
4801,1615,85,3,276.89,830.67
4802,1615,11,3,192.64,577.92
4803,1615,84,4,448.9,1795.6
4804,1615,68,5,174.73,873.65
4805,1616,23,5,109.37,546.85
4806,1616,84,2,448.9,897.8
4807,1616,11,4,192.64,770.56
4808,1617,53,1,495.45,495.45
4809,1617,89,3,123.21,369.63
4810,1617,50,1,338.6,338.6
4811,1618,84,1,448.9,448.9
4812,1618,78,1,75.28,75.28
4813,1618,4,4,286.47,1145.88
4814,1618,89,5,123.21,616.05
4815,1618,88,5,61.41,307.05
4816,1619,35,5,487.48,2437.4
4817,1619,77,3,22.82,68.46
4818,1620,12,1,315.88,315.88
4819,1621,80,5,231.93,1159.65
4820,1621,98,2,463.98,927.96
4821,1621,25,3,58.97,176.91
4822,1622,83,4,455.02,1820.08
4823,1622,19,2,266.45,532.9
4824,1622,36,5,258.12,1290.6
4825,1622,33,1,84.95,84.95
4826,1623,93,5,493.18,2465.9
4827,1623,46,1,8.37,8.37
4828,1623,89,4,123.21,492.84
4829,1624,16,4,431.44,1725.76
4830,1624,25,2,58.97,117.94
4831,1624,70,5,336.06,1680.3
4832,1624,65,3,315.15,945.45
4833,1624,68,2,174.73,349.46
4834,1625,52,2,287.14,574.28
4835,1626,58,5,151.22,756.1
4836,1626,5,3,463.08,1389.24
4837,1626,87,4,31.74,126.96
4838,1626,51,4,462.38,1849.52
4839,1626,83,5,455.02,2275.1
4840,1627,83,5,455.02,2275.1
4841,1627,53,2,495.45,990.9
4842,1628,50,4,338.6,1354.4
4843,1628,9,1,88.43,88.43
4844,1629,18,1,110.9,110.9
4845,1629,3,1,298.06,298.06
4846,1630,93,5,493.18,2465.9
4847,1631,8,4,351.35,1405.4
4848,1632,63,4,7.05,28.2
4849,1632,50,3,338.6,1015.8
4850,1632,37,5,18.93,94.65
4851,1633,41,5,132.03,660.15
4852,1633,15,1,56.17,56.17
4853,1634,99,4,308.48,1233.92
4854,1634,4,5,286.47,1432.35
4855,1634,79,1,219.91,219.91
4856,1634,17,4,279.22,1116.88
4857,1635,96,1,125.55,125.55
4858,1636,10,2,403.13,806.26
4859,1636,86,4,432.54,1730.16
4860,1636,37,5,18.93,94.65
4861,1636,77,1,22.82,22.82
4862,1637,83,5,455.02,2275.1
4863,1637,3,5,298.06,1490.3
4864,1637,38,3,307.83,923.49
4865,1637,62,4,378.63,1514.52
4866,1638,69,5,127.54,637.7
4867,1639,54,5,127.94,639.7
4868,1639,81,5,21.17,105.85
4869,1639,40,5,116.91,584.55
4870,1639,4,2,286.47,572.94
4871,1640,47,3,147.59,442.77
4872,1640,19,3,266.45,799.35
4873,1640,14,4,226.87,907.48
4874,1641,4,1,286.47,286.47
4875,1641,9,5,88.43,442.15
4876,1641,71,4,208.34,833.36
4877,1641,78,3,75.28,225.84
4878,1641,29,2,148.73,297.46
4879,1642,63,3,7.05,21.15
4880,1642,34,4,52.96,211.84
4881,1642,46,3,8.37,25.11
4882,1643,89,5,123.21,616.05
4883,1643,7,1,21.26,21.26
4884,1644,54,5,127.94,639.7
4885,1644,53,3,495.45,1486.35
4886,1645,6,5,189.64,948.2
4887,1646,25,2,58.97,117.94
4888,1646,47,3,147.59,442.77
4889,1647,77,3,22.82,68.46
4890,1647,80,1,231.93,231.93
4891,1648,62,3,378.63,1135.89
4892,1648,96,1,125.55,125.55
4893,1648,30,1,264.32,264.32
4894,1648,56,5,106.88,534.4
4895,1648,42,5,278.92,1394.6
4896,1649,47,5,147.59,737.95
4897,1649,39,1,14.98,14.98
4898,1649,100,3,446.87,1340.61
4899,1649,97,1,435.27,435.27
4900,1649,17,1,279.22,279.22
4901,1650,1,3,425.15,1275.45
4902,1651,40,1,116.91,116.91
4903,1651,98,4,463.98,1855.92
4904,1651,98,2,463.98,927.96
4905,1652,80,1,231.93,231.93
4906,1653,14,2,226.87,453.74
4907,1653,83,3,455.02,1365.06
4908,1653,18,1,110.9,110.9
4909,1653,94,4,491.84,1967.36
4910,1653,50,1,338.6,338.6
4911,1654,19,4,266.45,1065.8
4912,1654,42,5,278.92,1394.6
4913,1654,71,1,208.34,208.34
4914,1654,9,3,88.43,265.29
4915,1655,28,5,401.9,2009.5
4916,1655,33,4,84.95,339.8
4917,1655,33,2,84.95,169.9
4918,1655,79,1,219.91,219.91
4919,1656,59,1,50.53,50.53
4920,1656,38,2,307.83,615.66
4921,1656,80,3,231.93,695.79
4922,1657,81,4,21.17,84.68
4923,1657,28,4,401.9,1607.6
4924,1657,48,1,454.26,454.26
4925,1657,83,2,455.02,910.04
4926,1658,40,1,116.91,116.91
4927,1658,54,3,127.94,383.82
4928,1658,97,3,435.27,1305.81
4929,1658,61,4,236.77,947.08
4930,1659,82,4,456.22,1824.88
4931,1660,57,4,220.38,881.52
4932,1660,88,1,61.41,61.41
4933,1660,80,3,231.93,695.79
